# Server version 0.08 running on wpa079042.wireless.mcgill.ca:8123
# Game ID: 121
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Fri Feb 19 12:13:31 EST 2016
# Player 1: Player-0, 'JianHua-AlphaBeta', running on wpa079042.wireless.mcgill.ca
# Player 2: Player-1, 'RandomHusPlayer', running on wpa079042.wireless.mcgill.ca
START Player-0 JianHua-AlphaBeta
START Player-1 RandomHusPlayer
PIT 0 6
PIT 1 8
PIT 0 5
PIT 1 14
PIT 0 19
PIT 1 3
PIT 0 25
PIT 1 23
PIT 0 18
PIT 1 12
PIT 0 12
PIT 1 7
PIT 0 23
PIT 1 0
PIT 0 2
PIT 1 4
PIT 0 1
PIT 1 1
PIT 0 2
PIT 1 9
PIT 0 7
PIT 1 24
PIT 0 13
PIT 1 10
PIT 0 3
PIT 1 13
PIT 0 4
PIT 1 3
PIT 0 20
PIT 1 19
PIT 0 23
PIT 1 14
PIT 0 0
PIT 1 4
PIT 0 1
PIT 1 5
PIT 0 3
PIT 1 6
PIT 0 5
PIT 1 9
PIT 0 10
GAMEOVER WINNER 0
# Game ended: Fri Feb 19 12:13:46 EST 2016
