# Server version 0.08 running on 192.168.0.100:8123
# Game ID: 1766
# Board class: hus.HusBoard
# Timeout: 8000
# First Move Timeout: 30000
# Date: Sat Apr 30 09:27:04 EDT 2016
# Player 1: Player-0, 'MCTS', running on 192.168.0.100
# Player 2: Player-1, '260351181', running on 192.168.0.100
START Player-0 MCTS
START Player-1 260351181
PIT 0 0
PIT 1 20
PIT 0 6
PIT 1 12
PIT 0 21
PIT 1 16
PIT 0 4
PIT 1 3
PIT 0 27
PIT 1 9
PIT 0 25
PIT 1 15
PIT 0 13
PIT 1 0
PIT 0 23
PIT 1 17
PIT 0 25
PIT 1 4
PIT 0 13
PIT 1 5
PIT 0 16
PIT 1 8
PIT 0 31
PIT 1 1
PIT 0 25
PIT 1 6
GAMEOVER USER CANCEL UNDECIDED
# Game ended: Sat Apr 30 09:27:53 EDT 2016
