# Server version 0.08 running on asavpn232179.vpn.mcgill.ca:8123
# Game ID: 389
# Board class: hus.HusBoard
# Timeout: 6000
# First Move Timeout: 30000
# Date: Fri Feb 26 23:43:32 EST 2016
# Player 1: Player-0, 'JianHua-test', running on localhost
# Player 2: Player-1, 'WeightTest1', running on localhost
START Player-0 JianHua-test
START Player-1 WeightTest1
PIT 0 0
PIT 1 22
PIT 0 21
PIT 1 16
PIT 0 18
PIT 1 17
PIT 0 12
PIT 1 7
PIT 0 26
PIT 1 13
PIT 0 6
PIT 1 17
PIT 0 21
PIT 1 11
PIT 0 14
PIT 1 18
PIT 0 24
PIT 1 21
PIT 0 17
PIT 1 20
PIT 0 19
PIT 1 19
PIT 0 21
PIT 1 22
PIT 0 20
PIT 1 2
PIT 0 23
PIT 1 4
PIT 0 26
PIT 1 5
PIT 0 27
PIT 1 27
PIT 0 24
PIT 1 30
PIT 0 3
PIT 1 31
PIT 0 4
PIT 1 2
PIT 0 12
PIT 1 0
PIT 0 25
PIT 1 5
PIT 0 26
PIT 1 1
PIT 0 18
PIT 1 4
PIT 0 29
PIT 1 2
PIT 0 23
PIT 1 3
PIT 0 24
PIT 1 10
PIT 0 20
PIT 1 9
PIT 0 31
PIT 1 4
PIT 0 9
PIT 1 12
PIT 0 8
PIT 1 17
PIT 0 19
PIT 1 8
PIT 0 25
PIT 1 14
PIT 0 18
PIT 1 7
PIT 0 10
PIT 1 9
PIT 0 11
PIT 1 10
PIT 0 18
PIT 1 13
PIT 0 31
PIT 1 11
PIT 0 27
PIT 1 12
PIT 0 29
PIT 1 13
PIT 0 10
PIT 1 14
PIT 0 27
GAMEOVER WINNER 0
# Game ended: Fri Feb 26 23:43:35 EST 2016
