# Server version 0.08 running on asavpn23444.vpn.mcgill.ca:8123
# Game ID: 54
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Wed Feb 17 20:40:33 EST 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, 'JianHua', running on localhost
START Player-0 RandomHusPlayer
START Player-1 JianHua
PIT 0 15
PIT 1 23
PIT 0 19
PIT 1 16
PIT 0 12
PIT 1 17
PIT 0 10
PIT 1 18
PIT 0 13
PIT 1 19
PIT 0 9
PIT 1 22
PIT 0 1
PIT 1 31
PIT 0 15
PIT 1 26
PIT 0 0
PIT 1 30
PIT 0 22
PIT 1 31
PIT 0 5
PIT 1 29
PIT 0 18
PIT 1 21
PIT 0 8
PIT 1 20
PIT 0 9
PIT 1 22
GAMEOVER WINNER 1
# Game ended: Wed Feb 17 20:40:33 EST 2016
