# Server version 0.08 running on 192.168.0.100:8123
# Game ID: 1061
# Board class: hus.HusBoard
# Timeout: 6000
# First Move Timeout: 30000
# Date: Tue Mar 15 14:45:57 EDT 2016
# Player 1: Player-0, 'WeightTest6', running on localhost
# Player 2: Player-1, 'JianHua-test', running on localhost
START Player-0 WeightTest6
START Player-1 JianHua-test
PIT 0 18
PIT 1 17
PIT 0 16
PIT 1 14
PIT 0 11
PIT 1 6
PIT 0 5
PIT 1 12
PIT 0 1
PIT 1 9
PIT 0 22
PIT 1 5
PIT 0 24
PIT 1 20
PIT 0 14
PIT 1 23
PIT 0 26
PIT 1 22
PIT 0 9
PIT 1 27
PIT 0 28
PIT 1 28
PIT 0 12
PIT 1 31
PIT 0 21
PIT 1 2
PIT 0 0
PIT 1 6
PIT 0 31
PIT 1 3
PIT 0 27
PIT 1 8
