# Server version 0.08 running on 192.168.0.100:8123
# Game ID: 1770
# Board class: hus.HusBoard
# Timeout: 8000
# First Move Timeout: 30000
# Date: Sat Apr 30 09:58:20 EDT 2016
# Player 1: Player-0, 'MCTS', running on 192.168.0.100
# Player 2: Player-1, '260351181', running on 192.168.0.100
START Player-0 MCTS
START Player-1 260351181
PIT 0 0
PIT 1 20
PIT 0 6
PIT 1 1
PIT 0 22
PIT 1 16
PIT 0 18
PIT 1 4
PIT 0 23
PIT 1 0
PIT 0 28
PIT 1 5
PIT 0 7
PIT 1 9
PIT 0 1
PIT 1 10
PIT 0 15
PIT 1 12
PIT 0 24
PIT 1 16
GAMEOVER USER CANCEL UNDECIDED
# Game ended: Sat Apr 30 09:58:57 EDT 2016
